filename,line_number,comment
spreed_repo\lib\MatterbridgeManager.php,379,// TODO remove that
spreed_repo\lib\MatterbridgeManager.php,380,"//$serverUrl = preg_replace('/https:/', 'http:', $serverUrl);"
spreed_repo\lib\MatterbridgeManager.php,388,// remove protocol from server URL
spreed_repo\lib\MatterbridgeManager.php,416,// include # in channel
spreed_repo\lib\MatterbridgeManager.php,430,// do not include # in channel
spreed_repo\lib\MatterbridgeManager.php,439,// do not include # in channel
spreed_repo\lib\MatterbridgeManager.php,460,// include # in channel
spreed_repo\lib\MatterbridgeManager.php,556,// config : there is a PID stored
spreed_repo\lib\MatterbridgeManager.php,558,// if bridge running and enabled is false : kill it
spreed_repo\lib\MatterbridgeManager.php,574,// no process found
spreed_repo\lib\MatterbridgeManager.php,586,// config : no PID stored
spreed_repo\lib\MatterbridgeManager.php,587,// config : enabled => launch it
spreed_repo\lib\MatterbridgeManager.php,630,// try to find an equivalent for each bridge part of one side in the other
spreed_repo\lib\MatterbridgeManager.php,696,// recreate config file if it's not there (can happen after a reboot)
spreed_repo\lib\MatterbridgeManager.php,706,// Create the log file and set permissions on it
spreed_repo\lib\MatterbridgeManager.php,722,// get list of running matterbridge processes
spreed_repo\lib\MatterbridgeManager.php,739,"// No processes running, so also no zombies"
spreed_repo\lib\MatterbridgeManager.php,750,// get list of what should be running
spreed_repo\lib\MatterbridgeManager.php,764,// kill what should not be running
spreed_repo\lib\MatterbridgeManager.php,778,// kill
spreed_repo\lib\MatterbridgeManager.php,781,// check the process is gone
spreed_repo\lib\MatterbridgeManager.php,820,"//stdin', 'r'), ['pipe', 'w'], ['pipe', 'w']];"
spreed_repo\lib\MatterbridgeManager.php,850,// finally kill all potential zombie matterbridge processes
spreed_repo\lib\MatterbridgeManager.php,934,// is www user the file owner?
spreed_repo\lib\MatterbridgeManager.php,939,// get file group and user groups
spreed_repo\lib\MatterbridgeManager.php,943,// check permissions
spreed_repo\lib\MatterbridgeManager.php,949,// 3 ways to have the permission :
spreed_repo\lib\MatterbridgeManager.php,950,// * be the owner and have u+x perm
spreed_repo\lib\MatterbridgeManager.php,951,"// * not be the owner, be in the file group and have g+x perm"
spreed_repo\lib\MatterbridgeManager.php,952,// * have o+x perm
spreed_repo\lib\Participant.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Participant.php,130,// Moderators can always do everything
spreed_repo\lib\Participant.php,143,// The currently ongoing call is in a special mode
spreed_repo\lib\Participant.php,148,// The conversation has some permissions set
spreed_repo\lib\Room.php,24,//www.gnu.org/licenses/>.
spreed_repo\lib\Room.php,66,
spreed_repo\lib\Room.php,68,
spreed_repo\lib\Room.php,70,
spreed_repo\lib\Room.php,72,
spreed_repo\lib\Room.php,74,
spreed_repo\lib\Room.php,343,
spreed_repo\lib\Room.php,372,// TODO use DI
spreed_repo\lib\Room.php,374,// Fill the room name with the participants for 1-to-1 conversations
spreed_repo\lib\Room.php,377,
spreed_repo\lib\Room.php,381,// TODO use DI
spreed_repo\lib\Room.php,383,"// Not the json array, but the old fallback when someone left"
spreed_repo\lib\Room.php,389,
spreed_repo\lib\Room.php,603,// FIXME PROBLEM
spreed_repo\lib\TalkSession.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\TInitialState.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\TInitialState.php,39,
spreed_repo\lib\TInitialState.php,41,
spreed_repo\lib\TInitialState.php,43,
spreed_repo\lib\TInitialState.php,45,
spreed_repo\lib\TInitialState.php,49,// Needed to enable the screensharing extension in Chromium < 72
spreed_repo\lib\TInitialState.php,50,// https://chrome.google.com/webstore/detail/screensharing-for-nextclo/kepnpjhambipllfmgmbapncekcmabkol/related
spreed_repo\lib\TInitialState.php,51,// The extension finds the element by ID and then checks if the class matches.
spreed_repo\lib\TInitialState.php,52,// Name and content have only been added for HTML validation
spreed_repo\lib\Webinary.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Activity\Listener.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Activity\Listener.php,94,// The call activity was generated already if the call is ended
spreed_repo\lib\Activity\Listener.php,95,// for everyone
spreed_repo\lib\Activity\Listener.php,149,"// Race-condition, the room was already reset."
spreed_repo\lib\Activity\Listener.php,237,"// We know the new participant is in the room,"
spreed_repo\lib\Activity\Listener.php,238,// so skip loading them just to make sure they can read it.
spreed_repo\lib\Activity\Listener.php,239,// Must be overwritten later on for one-to-one chats.
spreed_repo\lib\Activity\Listener.php,244,// No user => no activity
spreed_repo\lib\Activity\Listener.php,249,// No activity for self-joining and the creator
spreed_repo\lib\Activity\Listener.php,255,// Overwrite the room name with the other participant
spreed_repo\lib\Activity\Setting.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Activity\Provider\Base.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Activity\Provider\Call.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Activity\Provider\Call.php,45,"//			$roomParameter = $this->getFormerRoom($l, (int) $parameters['room']);"
spreed_repo\lib\Activity\Provider\Call.php,46,//			try {
spreed_repo\lib\Activity\Provider\Call.php,47,//				$room = $this->manager->getRoomById((int) $parameters['room']);
spreed_repo\lib\Activity\Provider\Call.php,48,"//				$roomParameter = $this->getRoom($l, $room);"
spreed_repo\lib\Activity\Provider\Call.php,49,//			} catch (RoomNotFoundException $e) {
spreed_repo\lib\Activity\Provider\Call.php,50,//			}
spreed_repo\lib\Activity\Provider\Call.php,54,//			$result['params']['call'] = $roomParameter;
spreed_repo\lib\Activity\Provider\Invitation.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\AppInfo\Application.php,6,//www.ib.pl/
spreed_repo\lib\AppInfo\Application.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\AppInfo\Application.php,164,
spreed_repo\lib\AppInfo\Application.php,181,// Register only when Talk Updates are not disabled
spreed_repo\lib\AppInfo\Application.php,198,
spreed_repo\lib\AppInfo\Application.php,208,
spreed_repo\lib\AppInfo\Application.php,216,
spreed_repo\lib\AppInfo\Application.php,232,
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,58,// Every hour
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,80,// API or connection issues
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,81,// do nothing and just try again later
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,91,// the status has changed
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,94,// remove signaling servers if account is not active anymore
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,102,// add signaling servers if account got active
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,125,// only credentials have changed
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,141,// store new account info
spreed_repo\lib\BackgroundJob\CheckHostedSignalingServer.php,163,// Now add the new notification
spreed_repo\lib\BackgroundJob\CheckMatterbridges.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\BackgroundJob\CheckMatterbridges.php,51,// Every 15 minutes
spreed_repo\lib\BackgroundJob\CheckReferenceIdColumn.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\BackgroundJob\CheckReferenceIdColumn.php,43,
spreed_repo\lib\BackgroundJob\CheckReferenceIdColumn.php,55,// Every hour
spreed_repo\lib\BackgroundJob\ExpireChatMessages.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\BackgroundJob\ExpireChatMessages.php,41,// Every 5 minutes
spreed_repo\lib\BackgroundJob\ExpireSignalingMessage.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\BackgroundJob\ExpireSignalingMessage.php,43,// Every 5 minutes
spreed_repo\lib\BackgroundJob\ExpireSignalingMessage.php,51,// Older than 5 minutes
spreed_repo\lib\BackgroundJob\RemoveEmptyRooms.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\BackgroundJob\RemoveEmptyRooms.php,58,// Every 5 minutes
spreed_repo\lib\BackgroundJob\ResetAssignedSignalingServer.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\BackgroundJob\ResetAssignedSignalingServer.php,42,// Every 5 minutes
spreed_repo\lib\BackgroundJob\RetryJob.php,28,//www.gnu.org/licenses/>
spreed_repo\lib\BackgroundJob\RetryJob.php,50,
spreed_repo\lib\Chat\ChatManager.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\ChatManager.php,193,// Update last_message
spreed_repo\lib\Chat\ChatManager.php,226,"// Has to be comment, so it counts as unread message"
spreed_repo\lib\Chat\ChatManager.php,233,// Update last_message
spreed_repo\lib\Chat\ChatManager.php,262,"// A verb ('comment', 'like'...) must be provided to be able to save a"
spreed_repo\lib\Chat\ChatManager.php,263,// comment
spreed_repo\lib\Chat\ChatManager.php,283,// Update last_message
spreed_repo\lib\Chat\ChatManager.php,306,"// User was not mentioned, send a normal notification"
spreed_repo\lib\Chat\ChatManager.php,339,// Not a file share
spreed_repo\lib\Chat\ChatManager.php,346,// Share does not match the correct room
spreed_repo\lib\Chat\ChatManager.php,354,// Only moderators or the share owner can delete the share
spreed_repo\lib\Chat\ChatManager.php,371,// Not a poll share
spreed_repo\lib\Chat\ChatManager.php,407,// Only moderators or the poll creator can delete it
spreed_repo\lib\Chat\ChatManager.php,657,"// Cache hit, nothing new ¯\_(ツ)_/¯"
spreed_repo\lib\Chat\ChatManager.php,661,// Load data from the database
spreed_repo\lib\Chat\ChatManager.php,665,"// We only write the cache when there were no new comments,"
spreed_repo\lib\Chat\ChatManager.php,666,"// otherwise it could happen that this is not the last message,"
spreed_repo\lib\Chat\ChatManager.php,667,// but the last within $limit
spreed_repo\lib\Chat\CommentsManager.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\MessageParser.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Notifier.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Notifier.php,225,// No reply notification when the replyTo-author was not a user
spreed_repo\lib\Chat\Notifier.php,280,"// Also notify default participants in one-to-one chats or when the admin default is ""always"""
spreed_repo\lib\Chat\Notifier.php,336,// @todo this should be in the Notifications\Hooks
spreed_repo\lib\Chat\Notifier.php,530,// Do not notify the user if they mentioned themselves
spreed_repo\lib\Chat\Notifier.php,562,"// Users are added on mentions in file-rooms,"
spreed_repo\lib\Chat\Notifier.php,563,// so they can see the room in their room list and
spreed_repo\lib\Chat\Notifier.php,564,"// the notification can be parsed and links to an existing room,"
spreed_repo\lib\Chat\Notifier.php,565,// where they are a participant of.
spreed_repo\lib\Chat\Notifier.php,599,// Do not notify the author
spreed_repo\lib\Chat\Notifier.php,611,// User is online
spreed_repo\lib\Chat\ReactionManager.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\ReactionManager.php,41,
spreed_repo\lib\Chat\ReactionManager.php,78,// Check if the user already reacted with the same reaction
spreed_repo\lib\Chat\ReactionManager.php,117,// Just to verify that messageId is part of the room and throw error if not.
spreed_repo\lib\Chat\AutoComplete\SearchPlugin.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\AutoComplete\SearchPlugin.php,92,// Add potential leavers of one-to-one rooms again.
spreed_repo\lib\Chat\AutoComplete\SearchPlugin.php,126,// Do not suggest the current user
spreed_repo\lib\Chat\AutoComplete\SearchPlugin.php,228,// Best effort: Might not work on guests that reloaded but not worth too much performance impact atm.
spreed_repo\lib\Chat\AutoComplete\SearchPlugin.php,235,// Do not suggest the current guest
spreed_repo\lib\Chat\AutoComplete\Sorter.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\AutoComplete\Sorter.php,59,
spreed_repo\lib\Chat\AutoComplete\Sorter.php,73,"// If the user searched for ""Dani"" we make sure ""Daniel"" comes before ""Madani"""
spreed_repo\lib\Chat\Changelog\Listener.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Changelog\Manager.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Command\Executor.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Command\Executor.php,144,// Symfony console command with --help detected
spreed_repo\lib\Chat\Command\Executor.php,159,// FIXME Implement a useful help
spreed_repo\lib\Chat\Command\Executor.php,173,// Symfony console command with --help detected
spreed_repo\lib\Chat\Command\Listener.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Command\Listener.php,57,//') === 0) {
spreed_repo\lib\Chat\Command\Listener.php,62,
spreed_repo\lib\Chat\Command\Listener.php,63,
spreed_repo\lib\Chat\Command\ShellExecutor.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Command\ShellExecutor.php,31,// Legacy placeholder just returning the --help nowadays
spreed_repo\lib\Chat\Parser\Changelog.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Parser\Command.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Parser\Listener.php,23,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Parser\Listener.php,74,"// Unknown message, ignore"
spreed_repo\lib\Chat\Parser\Listener.php,91,"// Unknown message, ignore"
spreed_repo\lib\Chat\Parser\Listener.php,108,"// Unknown message, ignore"
spreed_repo\lib\Chat\Parser\Listener.php,138,"// Unknown message, ignore"
spreed_repo\lib\Chat\Parser\ReactionParser.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Parser\ReactionParser.php,46,// This message is necessary to make compatible with old clients
spreed_repo\lib\Chat\Parser\SystemMessage.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Parser\SystemMessage.php,70,
spreed_repo\lib\Chat\Parser\SystemMessage.php,72,
spreed_repo\lib\Chat\Parser\SystemMessage.php,74,
spreed_repo\lib\Chat\Parser\SystemMessage.php,76,
spreed_repo\lib\Chat\Parser\SystemMessage.php,613,// Overwrite reactions of deleted messages as you can not react to them anymore either
spreed_repo\lib\Chat\Parser\SystemMessage.php,637,"// FIXME This should be much more sensible, e.g."
spreed_repo\lib\Chat\Parser\SystemMessage.php,638,"// 1. Only be executed on ""Waiting for new messages"""
spreed_repo\lib\Chat\Parser\SystemMessage.php,639,// 2. Once per request
spreed_repo\lib\Chat\Parser\SystemMessage.php,649,
spreed_repo\lib\Chat\Parser\SystemMessage.php,866,// Can happen if a user was remove from a one-to-one room.
spreed_repo\lib\Chat\Parser\UserMention.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\Parser\UserMention.php,90,// TODO This can be removed once getMentions() returns sorted results (Nextcloud 21+)
spreed_repo\lib\Chat\Parser\UserMention.php,117,// To keep a limited character set in parameter IDs ([a-zA-Z0-9-])
spreed_repo\lib\Chat\Parser\UserMention.php,118,// the mention parameter ID does not include the mention ID (which
spreed_repo\lib\Chat\Parser\UserMention.php,119,// could contain characters like '@' for user IDs) but a one-based
spreed_repo\lib\Chat\Parser\UserMention.php,120,// index of the mentions of that type.
spreed_repo\lib\Chat\Parser\UserMention.php,172,// There is no registered display name resolver for the mention
spreed_repo\lib\Chat\Parser\UserMention.php,173,"// type, so the client decides what to display."
spreed_repo\lib\Chat\Parser\UserMention.php,185,//') === 0) {
spreed_repo\lib\Chat\SystemMessage\Listener.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Chat\SystemMessage\Listener.php,121,// No individual system message if the call is ended for everyone
spreed_repo\lib\Chat\SystemMessage\Listener.php,133,// This happens in case the user was kicked/lobbied
spreed_repo\lib\Chat\SystemMessage\Listener.php,277,"// add a message ""X joined the conversation"", whenever user $userId:"
spreed_repo\lib\Chat\SystemMessage\Listener.php,279,// - has joined a file room but not through a public link
spreed_repo\lib\Chat\SystemMessage\Listener.php,281,// - has been added by another user (and not when creating a conversation)
spreed_repo\lib\Chat\SystemMessage\Listener.php,283,// - has joined a listable room on their own
spreed_repo\lib\Chat\SystemMessage\Listener.php,307,// Self-joined user closes the tab/window or leaves via the menu
spreed_repo\lib\Chat\SystemMessage\Listener.php,348,
spreed_repo\lib\Chat\SystemMessage\Listener.php,375,
spreed_repo\lib\Chat\SystemMessage\Listener.php,462,// Little hack to get the reference id from the share request into
spreed_repo\lib\Chat\SystemMessage\Listener.php,463,// the system message left for the share in the chat.
spreed_repo\lib\Collaboration\Collaborators\Listener.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Collaboration\Collaborators\Listener.php,49,
spreed_repo\lib\Collaboration\Collaborators\Listener.php,173,// do list self-joined users so they can be added as permanent participants by moderators
spreed_repo\lib\Collaboration\Collaborators\RoomPlugin.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Collaboration\Collaborators\RoomPlugin.php,66,// Can not add new shares to read-only rooms
spreed_repo\lib\Collaboration\Collaborators\RoomPlugin.php,72,// No chat permissions is like read-only
spreed_repo\lib\Collaboration\Reference\ReferenceInvalidationListener.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Collaboration\Reference\TalkReferenceProvider.php,23,//www.gnu.org/licenses/>.
spreed_repo\lib\Collaboration\Resources\ConversationProvider.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Collaboration\Resources\ConversationProvider.php,98,"// Logged in users need to have a regular participant,"
spreed_repo\lib\Collaboration\Resources\ConversationProvider.php,99,// before they can do anything with the room.
spreed_repo\lib\Collaboration\Resources\Listener.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Command\Add.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Command\Add.php,116,"//github.com/nextcloud/spreed/issues/1566</comment>"");"
spreed_repo\lib\Command\Command\AddSamples.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Command\AddSamples.php,75,//www.gnu.org/software/bc/) is missing</error>');
spreed_repo\lib\Command\Command\Delete.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Command\ListCommand.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Command\TRenderCommand.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Command\Update.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Developer\UpdateDocs.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Developer\UpdateDocs.php,78,// Clean full definition of command that have the default Symfony options
spreed_repo\lib\Command\Monitor\Calls.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Monitor\HasActiveCalls.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Monitor\Room.php,20,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\Add.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\Create.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\Delete.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\Demote.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\Promote.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\Remove.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\TRoomCommand.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Room\TRoomCommand.php,48,
spreed_repo\lib\Command\Room\TRoomCommand.php,51,
spreed_repo\lib\Command\Room\TRoomCommand.php,54,
spreed_repo\lib\Command\Room\TRoomCommand.php,57,
spreed_repo\lib\Command\Room\TRoomCommand.php,60,
spreed_repo\lib\Command\Room\TRoomCommand.php,276,"// nothing to do, user is going to be a participant already"
spreed_repo\lib\Command\Room\TRoomCommand.php,283,"// nothing to do, user is a participant already"
spreed_repo\lib\Command\Room\TRoomCommand.php,286,// we expect the user not to be a participant yet
spreed_repo\lib\Command\Room\Update.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Signaling\Add.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Signaling\Add.php,50,//signaling.example.org'
spreed_repo\lib\Command\Signaling\Add.php,68,"// quick validation, similar to signaling-server.js"
spreed_repo\lib\Command\Signaling\Delete.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Signaling\Delete.php,49,//signaling.example.org'
spreed_repo\lib\Command\Signaling\Delete.php,65,// remove all occurrences of $server
spreed_repo\lib\Command\Signaling\Delete.php,69,// reindex
spreed_repo\lib\Command\Signaling\ListCommand.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Stun\Add.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Stun\Add.php,55,"// check input, similar to stun-server.js"
spreed_repo\lib\Command\Stun\Delete.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Stun\Delete.php,62,// remove all occurrences of $server
spreed_repo\lib\Command\Stun\Delete.php,66,// reindex
spreed_repo\lib\Command\Stun\ListCommand.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Turn\Add.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Turn\Add.php,87,"// quick validation, similar to turn-server.js"
spreed_repo\lib\Command\Turn\Add.php,104,//') === 0) {
spreed_repo\lib\Command\Turn\Add.php,107,//') === 0) {
spreed_repo\lib\Command\Turn\Add.php,121,// @todo: check the order
spreed_repo\lib\Command\Turn\Delete.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\Turn\Delete.php,74,"// remove all occurrences which match $schemes, $server and $protocols"
spreed_repo\lib\Command\Turn\Delete.php,78,// reindex
spreed_repo\lib\Command\Turn\ListCommand.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\User\Remove.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\User\TransferOwnership.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Command\User\TransferOwnership.php,103,"// Skip one-to-one, changelog and any other room types"
spreed_repo\lib\ContactsMenu\Providers\CallProvider.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\ContactsMenu\Providers\CallProvider.php,61,// Nothing to do
spreed_repo\lib\ContactsMenu\Providers\CallProvider.php,66,// Not internal user
spreed_repo\lib\ContactsMenu\Providers\CallProvider.php,72,// No valid user object
spreed_repo\lib\ContactsMenu\Providers\CallProvider.php,77,// User can not use Talk
spreed_repo\lib\Controller\AEnvironmentAwareController.php,24,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\AEnvironmentAwareController.php,70,// get format from the url format or request format parameter
spreed_repo\lib\Controller\AEnvironmentAwareController.php,73,// if none is given try the first Accept header
spreed_repo\lib\Controller\AvatarController.php,23,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\AvatarController.php,89,// Cache for 1 day
spreed_repo\lib\Controller\BreakoutRoomController.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\CallController.php,24,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\CallController.php,122,// Default flags: user is in room with audio/video.
spreed_repo\lib\Controller\ChatController.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\ChatController.php,75,
spreed_repo\lib\Controller\ChatController.php,215,// Someone is trying to reply cross-rooms or to a non-existing message
spreed_repo\lib\Controller\ChatController.php,319,// Scan messages for share IDs
spreed_repo\lib\Controller\ChatController.php,332,// Ignore the result for now. Retrieved Share objects will be cached by
spreed_repo\lib\Controller\ChatController.php,333,// the RoomShareProvider and returned from the cache to
spreed_repo\lib\Controller\ChatController.php,334,// the Parser\SystemMessage without additional database queries.
spreed_repo\lib\Controller\ChatController.php,405,// The mobile apps dont do internal signaling unless in a call
spreed_repo\lib\Controller\ChatController.php,416,// Bump the user status again
spreed_repo\lib\Controller\ChatController.php,462,// Set the status code to 200 so the header is sent to the client.
spreed_repo\lib\Controller\ChatController.php,463,"// As per ""section 10.3.5 of RFC 2616"" entity headers shall be"
spreed_repo\lib\Controller\ChatController.php,464,// stripped out on 304: https://stackoverflow.com/a/17822709
spreed_repo\lib\Controller\ChatController.php,509,// Parent is already parsed in the message list
spreed_repo\lib\Controller\ChatController.php,514,// We don't show nested parents…
spreed_repo\lib\Controller\ChatController.php,519,// Parent was already loaded manually for another comment
spreed_repo\lib\Controller\ChatController.php,525,"// Parent was not skipped due to visibility, so we need to manually grab it."
spreed_repo\lib\Controller\ChatController.php,552,// Message is not visible to the user
spreed_repo\lib\Controller\ChatController.php,608,// Get message ids with reactions
spreed_repo\lib\Controller\ChatController.php,614,// Get parents with reactions
spreed_repo\lib\Controller\ChatController.php,620,"// Create a map, so we can translate the parent's $messageId to the correct child entries"
spreed_repo\lib\Controller\ChatController.php,628,// Unique list for the query
spreed_repo\lib\Controller\ChatController.php,632,// Inject the reactions self into the $messages array
spreed_repo\lib\Controller\ChatController.php,638,// Add the self part also to potential parent elements
spreed_repo\lib\Controller\ChatController.php,672,"// Special case for if the message is a bridged message, then the message is the bridge bot's message."
spreed_repo\lib\Controller\ChatController.php,678,// Actor is not a moderator or not the owner of the message
spreed_repo\lib\Controller\ChatController.php,683,"// System message (since the message is not parsed, it has type ""system"")"
spreed_repo\lib\Controller\ChatController.php,690,// Message is too old
spreed_repo\lib\Controller\ChatController.php,736,// Actor is not a moderator or not the owner of the message
spreed_repo\lib\Controller\ChatController.php,797,"// No chat message found, only system messages."
spreed_repo\lib\Controller\ChatController.php,798,// Marking unread from beginning
spreed_repo\lib\Controller\ChatController.php,830,// Get all attachments
spreed_repo\lib\Controller\ChatController.php,839,// Convert list of $messages to array grouped by type
spreed_repo\lib\Controller\CommandController.php,23,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\FederationController.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\FilesIntegrationController.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\GuestController.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\HostedSignalingServerController.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\HostedSignalingServerController.php,69,// reset nonce after one request
spreed_repo\lib\Controller\HostedSignalingServerController.php,94,// API or connection issues
spreed_repo\lib\Controller\HostedSignalingServerController.php,96,// user solvable issues
spreed_repo\lib\Controller\HostedSignalingServerController.php,117,// remove signaling servers if account is not active anymore
spreed_repo\lib\Controller\HostedSignalingServerController.php,122,// API or connection issues
spreed_repo\lib\Controller\MatterbridgeController.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\MatterbridgeSettingsController.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\PageController.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\PageController.php,135,// This is the entry point from the `/call/{token}` URL which is hardcoded in the server.
spreed_repo\lib\Controller\PageController.php,151,// This is the entry point from the `/call/{token}` URL which is hardcoded in the server.
spreed_repo\lib\Controller\PageController.php,216,"// If the room is not a public room, check if the user is in the participants"
spreed_repo\lib\Controller\PageController.php,221,"// Room not found, redirect to main page"
spreed_repo\lib\Controller\PageController.php,227,"// If the user joined themselves or is not found, they need the password."
spreed_repo\lib\Controller\PageController.php,297,//*.tile.openstreetmap.org');
spreed_repo\lib\Controller\PageController.php,300,// Logged-in user tried to access a chat they can not access
spreed_repo\lib\Controller\PageController.php,350,//*.tile.openstreetmap.org');
spreed_repo\lib\Controller\PageController.php,425,//*.tile.openstreetmap.org');
spreed_repo\lib\Controller\PageController.php,438,// These redirects are already done outside of this method
spreed_repo\lib\Controller\PollController.php,23,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\PollController.php,264,"// Allow moderators and the author to see the number of voters,"
spreed_repo\lib\Controller\PollController.php,265,// So they know when to close the poll.
spreed_repo\lib\Controller\PublicShareAuthController.php,21,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\PublicShareAuthController.php,104,// Create the room
spreed_repo\lib\Controller\ReactionController.php,22,//www.gnu.org/licenses/>.
spreed_repo\lib\Controller\ReactionController.php,118,// Verify that messageId is part of the room
